title,acronym,ordinal,city,country,startDate,endDate,year,wikiCfpid,dblpid,seriesTitle,url,describedAtUrl
"Adaptive and Natural Computing Algorithms, 11th International Conference, ICANNGA 2013, Lausanne, Switzerland, April 4-6, 2013",ICANNGA 2013,11.0,Lausanne,Switzerland,2013-04-04,2013-04-06,2013.0,,,International Conference on Adaptive and Natural Computing Algorithms,http://www.wikidata.org/entity/Q106244039,https://dblp.org/db/conf/icannga/icannga2013.html
"Information Security - 15th International Conference, ISC 2012, Passau, Germany, September 19-21, 2012",ISC 2012,15.0,,Germany,2012-09-19,2012-09-21,2012.0,,,Information Security Conference,http://www.wikidata.org/entity/Q106243945,https://dblp.org/db/conf/isw/isc2012.html
"1996 IEEE Symposium on Visual Languages, Boulder, Colorado, USA, September 3-6, 1996",VL 1996,12.0,,United States of America,1996-09-03,1996-09-06,1996.0,,,IEEE Symposium on Visual Languages / Human-Centric Computing Languages and Environments,http://www.wikidata.org/entity/Q106243839,https://dblp.org/db/conf/vl/vl1996.html
"Fourth International Conference on 3D Vision, 3DV 2016, Stanford, CA, USA, October 25-28, 2016",3DV 2016,4.0,Stanford,United States of America,2016-10-25,2016-10-28,2016.0,,,International Conference on 3D Vision,http://www.wikidata.org/entity/Q106244029,https://dblp.org/db/conf/3dim/3dv2016.html
"30th IEEE International Symposium on Computer-Based Medical Systems, CBMS 2017, Thessaloniki, Greece, June 22-24, 2017",CBMS 2017,30.0,Thessaloniki,Greece,2017-06-22,2017-06-24,2017.0,,,IEEE Symposium on Computer-Based Medical Systems,http://www.wikidata.org/entity/Q106243831,https://dblp.org/db/conf/cbms/cbms2017.html
"Advances in Web-Age Information Management: 5th International Conference, WAIM 2004, Dalian, China, July 15-17, 2004",WAIM 2004,5.0,Dalian,People's Republic of China,2004-07-15,2004-07-17,2004.0,,,Interational Conference on Web-Age Information Management,http://www.wikidata.org/entity/Q106244000,https://dblp.org/db/conf/waim/waim2004.html
"Network and Parallel Computing - 8th IFIP International Conference, NPC 2011, Changsha, China, October 21-23, 2011",NPC 2011,8.0,,People's Republic of China,2011-10-21,2011-10-23,2011.0,,,IFIP International Conference on Network and Parallel Computing,http://www.wikidata.org/entity/Q106243870,https://dblp.org/db/conf/npc/npc2011.html
"ACM SIGACCESS Conference on Computers and Accessibility, ASSETS 2004, Atlanta, GA, USA, October 18-20, 2004",ASSETS 2004,6.0,Atlanta,United States of America,2004-10-18,2004-10-20,2004.0,,,International ACM SIGACCESS Conference on Computers and Accessibility,http://www.wikidata.org/entity/Q106244007,https://dblp.org/db/conf/assets/assets2004.html
"Tests and Proofs - 8th International Conference, TAP@STAF 2014, York, UK, July 24-25, 2014",TAP@STAF 2014,8.0,,United Kingdom,2014-07-24,2014-07-25,2014.0,,,International Conference of Tests and Proofs,http://www.wikidata.org/entity/Q106244021,https://dblp.org/db/conf/tap/tap2014.html
"International Conference on Artificial Neural Nets and Genetic Algorithms, ICANNGA 1997, Norwich, UK, 1997",ICANNGA 1997,3.0,,United Kingdom,,,,,,International Conference on Adaptive and Natural Computing Algorithms,http://www.wikidata.org/entity/Q106244041,https://dblp.org/db/conf/icannga/icannga1997.html
"CGO 2010, The 8th International Symposium on Code Generation and Optimization, Toronto, Ontario, Canada, April 24-28, 2010",CGO 2010,8.0,,Canada,2010-04-24,2010-04-28,2010.0,,,IEEE/ACM International Symposium on Code Generation and Optimization,http://www.wikidata.org/entity/Q106243847,https://dblp.org/db/conf/cgo/cgo2010.html
"2019 International Conference on Image and Vision Computing New Zealand, IVCNZ 2019, Dunedin, New Zealand, December 2-4, 2019",IVCNZ 2019,34.0,,New Zealand,2019-12-02,2019-12-04,2019.0,,,Image and Vision Computing New Zealand,http://www.wikidata.org/entity/Q106243929,https://dblp.org/db/conf/ivcnz/ivcnz2019.html
"Information Security Practice and Experience - 13th International Conference, ISPEC 2017, Melbourne, VIC, Australia, December 13-15, 2017",ISPEC 2017,13.0,Melbourne,Australia,2017-12-13,2017-12-15,2017.0,,,Information Security Practice and Experience,http://www.wikidata.org/entity/Q106243951,https://dblp.org/db/conf/ispec/ispec2017.html
"IEEE International Symposium on Multimedia, ISM 2019, San Diego, CA, USA, December 9-11, 2019",ISM 2019,21.0,San Diego,United States of America,2019-12-09,2019-12-11,2019.0,,,IEEE International Symposium on Multimedia,http://www.wikidata.org/entity/Q106243791,https://dblp.org/db/conf/ism/ism2019.html
"Information Security - 17th International Conference, ISSA 2018, Pretoria, South Africa, August 15-16, 2018",ISSA 2018,17.0,,South Africa,2018-08-15,2018-08-16,2018.0,,,Information Security for South Africa,http://www.wikidata.org/entity/Q106243960,https://dblp.org/db/conf/issa/issa2018s.html
"Ad-hoc, Mobile, and Wireless Networks - 15th International Conference, ADHOC-NOW 2016, Lille, France, July 4-6, 2016",ADHOC-NOW 2016,15.0,,France,2016-07-04,2016-07-06,2016.0,,,"International Conference on Ad-Hoc, Mobile and Wireless Networks",http://www.wikidata.org/entity/Q106244036,https://dblp.org/db/conf/adhoc-now/adhoc-now2016.html
"25th IEEE Annual International Symposium on Field-Programmable Custom Computing Machines, FCCM 2017, Napa, CA, USA, April 30 - May 2, 2017",FCCM 2017,25.0,,United States of America,2017-04-30,2017-05-02,2017.0,,,IEEE Symposium on Field-Programmable Custom Computing Machines,http://www.wikidata.org/entity/Q106243832,https://dblp.org/db/conf/fccm/fccm2017.html
"27th IEEE International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems, MASCOTS 2019, Rennes, France, October 21-25, 2019",MASCOTS 2019,27.0,Rennes,France,2019-10-21,2019-10-25,2019.0,,,"IEEE/ACM International Symposium on Modeling, Analysis, and Simulation On Computer and Telecommunication Systems",http://www.wikidata.org/entity/Q106243848,https://dblp.org/db/conf/mascots/mascots2019.html
"Information Security, 12th International Conference, ISC 2009, Pisa, Italy, September 7-9, 2009",ISC 2009,12.0,Pisa,Italy,2009-09-07,2009-09-09,2009.0,,,Information Security Conference,http://www.wikidata.org/entity/Q106243948,https://dblp.org/db/conf/isw/isc2009.html
"Trust Management VI - 6th IFIP WG 11.11 International Conference, IFIPTM 2012, Surat, India, May 21-25, 2012",IFIPTM 2012,6.0,,India,2012-05-21,2012-05-25,2012.0,,,IFIP International Conference on Trust Management,http://www.wikidata.org/entity/Q106243875,https://dblp.org/db/conf/ifiptm/ifiptm2012.html
"Web-Age Information Management - 14th International Conference, WAIM 2013, Beidaihe, China, June 14-16, 2013",WAIM 2013,14.0,,People's Republic of China,2013-06-14,2013-06-16,2013.0,,,Interational Conference on Web-Age Information Management,http://www.wikidata.org/entity/Q106243995,https://dblp.org/db/conf/waim/waim2013.html
"Abstract State Machines, Alloy, B, TLA, VDM, and Z - 6th International Conference, ABZ 2018, Southampton, UK, June 5-8, 2018",ABZ 2018,6.0,,United Kingdom,2018-06-05,2018-06-08,2018.0,,,"International Conference on Abstract State Machines, Alloy, B, TLA, VDM, and Z",http://www.wikidata.org/entity/Q106244032,https://dblp.org/db/conf/asm/abz2018.html
"Trust Management IV - 4th IFIP WG 11.11 International Conference, IFIPTM 2010, Morioka, Japan, June 16-18, 2010",IFIPTM 2010,4.0,,Japan,2010-06-16,2010-06-18,2010.0,,,IFIP International Conference on Trust Management,http://www.wikidata.org/entity/Q106243876,https://dblp.org/db/conf/ifiptm/ifiptm2010.html
"10th International ACM SIGACCESS Conference on Computers and Accessibility, ASSETS 2008, Halifax, Nova Scotia, Canada, October 13-15, 2008",ASSETS 2008,10.0,,Canada,2008-10-13,2008-10-15,2008.0,,,International ACM SIGACCESS Conference on Computers and Accessibility,http://www.wikidata.org/entity/Q106244004,https://dblp.org/db/conf/assets/assets2008.html
"Entertainment Computing - ICEC 2004, Third International Conference, Eindhoven, The Netherlands, September 1-3, 2004",ICEC 2004,3.0,Eindhoven,Kingdom of the Netherlands,2004-09-01,2004-09-03,2004.0,,,IFIP International Conference on Entertainment Computing,http://www.wikidata.org/entity/Q106243864,https://dblp.org/db/conf/iwec/icec2004.html
"1995 IEEE Symposium on Security and Privacy, Oakland, California, USA, May 8-10, 1995",S&P 1995,16.0,Oakland,United States of America,1995-05-08,1995-05-10,1995.0,,,IEEE Symposium on Security and Privacy,http://www.wikidata.org/entity/Q106243834,https://dblp.org/db/conf/sp/sp1995.html
"Adaptive Hypermedia and Adaptive Web-Based Systems, 4th International Conference, AH 2006, Dublin, Ireland, June 21-23, 2006",AH 2006,4.0,Dublin,United States of America,2006-06-21,2006-06-23,2006.0,,,International Conference on Adaptive Hypermedia and Adaptive Web-Based Systems,http://www.wikidata.org/entity/Q106244037,https://dblp.org/db/conf/ah/ah2006.html
"Information and Cyber Security - 18th International Conference, ISSA 2019, Johannesburg, South Africa, August 15, 2019",ISSA 2019,18.0,,South Africa,,,,,,Information Security for South Africa,http://www.wikidata.org/entity/Q106243959,https://dblp.org/db/conf/issa/issa2019.html
"Adaptive and Natural Computing Algorithms, 9th International Conference, ICANNGA 2009, Kuopio, Finland, April 23-25, 2009",ICANNGA 2009,9.0,,Finland,2009-04-23,2009-04-25,2009.0,,,International Conference on Adaptive and Natural Computing Algorithms,http://www.wikidata.org/entity/Q106244040,https://dblp.org/db/conf/icannga/icannga2009.html
"Information Security, 16th International Conference, ISC 2013, Dallas, Texas, USA, November 13-15, 2013",ISC 2013,16.0,Dallas,United States of America,2013-11-13,2013-11-15,2013.0,,,Information Security Conference,http://www.wikidata.org/entity/Q106243944,https://dblp.org/db/conf/isw/isc2013.html
"Theoretical Aspects of Computing - ICTAC 2010, 7th International Colloquium, Natal, Rio Grande do Norte, Brazil, September 1-3, 2010",ICTAC 2010,7.0,Natal,Brazil,2010-09-01,2010-09-03,2010.0,,,International Colloquium on Theoretical Aspects of Computing,http://www.wikidata.org/entity/Q106244011,https://dblp.org/db/conf/ictac/ictac2010.html
"Tests and Proofs - 3rd International Conference, TAP@TOOLS 2009, Zurich, Switzerland, July 2-3, 2009",TAP@TOOLS 2009,3.0,Zürich,Switzerland,2009-07-02,2009-07-03,2009.0,,,International Conference of Tests and Proofs,http://www.wikidata.org/entity/Q106244023,https://dblp.org/db/conf/tap/tap2009.html
"Entertainment Computing - ICEC 2014 - 13th International Conference, ICEC 2014, Sydney, Australia, October 1-3, 2014",ICEC 2014,13.0,Sydney,Australia,2014-10-01,2014-10-03,2014.0,,,IFIP International Conference on Entertainment Computing,http://www.wikidata.org/entity/Q106243860,https://dblp.org/db/conf/iwec/icec2014.html
"Distributed Applications and Interoperable Systems - 14th IFIP WG 6.1 International Conference, DAIS 2014, Held as Part of the 9th International Federated Conference on Distributed Computing Techniques, DisCoTec 2014, Berlin, Germany, June 3-5, 2014",DAIS 2014,14.0,Berlin,Germany,2014-06-03,2014-06-05,2014.0,,,IFIP International Conference on Distributed Applications and Interoperable Systems,http://www.wikidata.org/entity/Q106243855,https://dblp.org/db/conf/dais/dais2014.html
"12th International ACM SIGACCESS Conference on Computers and Accessibility, ASSETS 2010, Orlando, FL, USA, October 25 - 27, 2010",ASSETS 2010,12.0,Orlando,United States of America,2010-10-25,2010-10-27,2010.0,,,International ACM SIGACCESS Conference on Computers and Accessibility,http://www.wikidata.org/entity/Q106244003,https://dblp.org/db/conf/assets/assets2010.html
"Intelligent Technologies for Interactive Entertainment - 8th International Conference, INTETAIN 2016, Utrecht, The Netherlands, June 28-30, 2016",INTETAIN 2016,8.0,Utrecht,Kingdom of the Netherlands,2016-06-28,2016-06-30,2016.0,,,Intelligent Technologies for Interactive Entertainment,http://www.wikidata.org/entity/Q106243991,https://dblp.org/db/conf/intetain/intetain2016.html
"Information Security Practice and Experience - 8th International Conference, ISPEC 2012, Hangzhou, China, April 9-12, 2012",ISPEC 2012,8.0,Hangzhou,People's Republic of China,2012-04-09,2012-04-12,2012.0,,,Information Security Practice and Experience,http://www.wikidata.org/entity/Q106243952,https://dblp.org/db/conf/ispec/ispec2012.html
"Balanced Automation Systems for Future Manufacturing Networks - 9th IFIP WG 5.5 International Conference, BASYS 2010, Valencia, Spain, July 21-23, 2010",BASYS 2010,9.0,Valencia,Spain,2010-07-21,2010-07-23,2010.0,,,IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems in Manufacturing and Services,http://www.wikidata.org/entity/Q106243849,https://dblp.org/db/conf/ifip5-3/basys2010.html
"Web-Age Information Management - 12th International Conference, WAIM 2011, Wuhan, China, September 14-16, 2011",WAIM 2011,12.0,Wuhan,People's Republic of China,2011-09-14,2011-09-16,2011.0,,,Interational Conference on Web-Age Information Management,http://www.wikidata.org/entity/Q106243998,https://dblp.org/db/conf/waim/waim2011.html
"19th IEEE International Conference on Advanced Learning Technologies, ICALT 2019, Maceió, Brazil, July 15-18, 2019",ICALT 2019,19.0,,Brazil,2019-07-15,2019-07-18,2019.0,,,International Conference on Advanced Learning Technologies,http://www.wikidata.org/entity/Q106244086,https://dblp.org/db/conf/icalt/icalt2019.html
"Theoretical Aspects of Computing - ICTAC 2011 - 8th International Colloquium, Johannesburg, South Africa, August 31 - September 2, 2011",ICTAC 2011,8.0,,South Africa,2011-08-31,2011-09-02,2011.0,,,International Colloquium on Theoretical Aspects of Computing,http://www.wikidata.org/entity/Q106244010,https://dblp.org/db/conf/ictac/ictac2011.html
"Web-Age Information Management - 15th International Conference, WAIM 2014, Macau, China, June 16-18, 2014",WAIM 2014,15.0,Macau,People's Republic of China,2014-06-16,2014-06-18,2014.0,,,Interational Conference on Web-Age Information Management,http://www.wikidata.org/entity/Q106243994,https://dblp.org/db/conf/waim/waim2014.html
"Network and Parallel Computing - 14th IFIP WG 10.3 International Conference, NPC 2017, Hefei, China, October 20-21, 2017",NPC 2017,14.0,,People's Republic of China,2017-10-20,2017-10-21,2017.0,,,IFIP International Conference on Network and Parallel Computing,http://www.wikidata.org/entity/Q106243867,https://dblp.org/db/conf/npc/npc2017.html
"Advanced Hybrid Information Processing - Third EAI International Conference, ADHIP 2019, Nanjing, China, September 21-22, 2019",ADHIP 2019,3.0,Nanjing,People's Republic of China,2019-09-21,2019-09-22,2019.0,,,International Conference on Advanced Hybrid Information Processing,http://www.wikidata.org/entity/Q106244069,https://dblp.org/db/conf/adhip/adhip2019-1.html
"1983 IEEE Symposium on Security and Privacy, Oakland, California, USA, April 25-27, 1983",S&P 1983,4.0,Oakland,United States of America,1983-04-25,1983-04-27,1983.0,,,IEEE Symposium on Security and Privacy,http://www.wikidata.org/entity/Q106243837,https://dblp.org/db/conf/sp/sp1983.html
"Theoretical Aspects of Computing - ICTAC 2017 - 14th International Colloquium, Hanoi, Vietnam, October 23-27, 2017",ICTAC 2017,14.0,Hanoi,Vietnam,2017-10-23,2017-10-27,2017.0,,,International Colloquium on Theoretical Aspects of Computing,http://www.wikidata.org/entity/Q106244009,https://dblp.org/db/conf/ictac/ictac2017.html
"Computational Geometry, Graphs and Applications - 9th International Conference, CGGA 2010, Dalian, China, November 3-6, 2010",CGGA 2010,13.0,Dalian,People's Republic of China,2010-11-03,2010-11-06,2010.0,,,"Japan Conference on Discrete and Computational Geometry, Graphs, and Games",http://www.wikidata.org/entity/Q106443461,https://dblp.org/db/conf/cgga/cgga2010.html
